排名    题号       AC数        题名                                                                            
4574    4124       25         My World Cup                                                
4575    5757       25         Product Bo                                                  
4576    5766       25         Filling                                                     
4577    5959       25         A Random Turn Connection Game                               
4578    6175       25         Cube Summation                                              
4579    1377       24         A Well-Formed Problem                                       
4580    2260       24         Difficulty control                                          
4581    2411       24         Calculating Taxi Fare                                       
4582    2761       24         Extended Normal Order Sort                                  
4583    3438       24         ACM Training                                                
4584    3708       24         Warrior Lady                                                
4585    4851       24         Wow! Such Precision!                                        
4586    5161       24         Mathematics problem                                         
4587    5337       24         Yet Another XYZ Problem                                     
4588    5466       24         Clarke and expression                                       
4589    5582       24         Journey of Taku                                             
4590    1351       23         Leaky Cryptography                                          
4591    1609       23         The Game of Master-Mind                                     
4592    1819       23         Bishops                                                     
4593    2245       23         考研路茫茫――复习进度                                                 
4594    2321       23         Whac-a-Mole                                                 
4595    2916       23         Common Polynomial                                           
4596    2917       23         Zigzag                                                      
4597    2976       23         Bricks                                                      
4598    3041       23         Bee                                                         
4599    3914       23         Super Mario                                                 
4600    4199       23         Find the Treasure                                           
4601    4469       23         Age of Empires                                              
4602    4659       23         Liveness Analysis                                           
4603    4926       23         Robbery Plan                                                
4604    5561       23         Kingdom of Tree                                             
4605    5817       23         Ice Walls                                                   
4606    1486       22         Dihedral groups                                             
4607    2237       22         无题III                                                       
4608    3112       22         Planet Alignment                                            
4609    3210       22         Another Door Repairing Problem                              
4610    3740       22         Buzzwords                                                   
4611    4838       22          The Patterns                                               
4612    4880       22         ZCC loves ranklist                                          
4613    5331       22         Simple Problem                                              
4614    5771       22         Turn Game                                                   
4615    5960       22         Subsequence                                                 
4616    1365       21         Puzzle Out                                                  
4617    1375       21         Chemical Reactions                                          
4618    1953       21         Who’s the boss?                                             
4619    2495       21         MC part deux                                                
4620    2694       21         Cipher                                                      
4621    2696       21         Battle of Submarines                                        
4622    2808       21         Islands                                                     
4623    2936       21         Iceman                                                      
4624    3051       21         Peaceful Negotiation                                        
4625    3396       21         Triangles                                                   
4626    3806       21         Configuration files                                         
4627    3990       21         Harry Potter and the Present                                
4628    4241       21         QR                                                          
4629    4470       21         Blackjack                                                   
4630    4575       21         Changsha Marathon                                           
4631    5061       21         Not only STL                                                
4632    5939       21         Game of Eliminate                                           
4633    5991       21         Cliques                                                     
4634    6002       21         Game Leader                                                 
4635    1731       20         Bob and Alice’s Meet                                        
4636    2261       20         To go or not to go                                          
4637    2695       20         Molecular Weight Calculator                                 
4638    3238       20         In A Crazy City                                             
4639    3814       20         Signal Coverage                                             
4640    4457       20         Klotski                                                     
4641    4581       20         Microblog Subscription                                      
4642    4874       20         ZCC Loves RPG                                               
4643    5415       20         CRB and Substrings                                          
4644    5537       20         Maximum Spanning Forest                                     
4645    5796       20         Magic Number                                                
4646    1608       19         Centipede Collisions                                        
4647    1666       19         The Floor Bricks                                            
4648    2659       19         Cheat                                                       
4649    2867       19         Continuous Digit                                            
4650    2911       19         Digits on the Floor                                         
4651    4703       19         Rectangles                                                  
4652    5529       19         Play a game                                                 
4653    5588       19         Strings                                                     
4654    5797       19         Master Zhu                                                  
4655    6192       19         Removing Mountains                                          
4656    1600       18         DNA Translation                                             
4657    1641       18         Stamps                                                      
4658    2311       18         Cut the Cake                                                
4659    2353       18         The Screen Behind the Mirror                                
4660    2862       18         The Crazy O2jamer                                           
4661    3012       18         Travel around the world                                     
4662    3597       18         BOMB                                                        
4663    3736       18         Choose The Soldiers                                         
4664    4538       18         VIM-adventures                                              
4665    4615       18         Play with Sequence                                          
4666    4755       18         Heroes of Might and Magic                                   
4667    4854       18         Round-table Conference                                      
4668    5397       18         Hack it!                                                    
4669    5837       18         Robots                                                      
4670    5850       18         Generator                                                   
4671    5891       18         String                                                      
4672    1935       17         Drop the Triples                                            
4673    2172       17         Games R Us                                                  
4674    2649       17          A symmetrical sequence                                     
4675    3020       17          FunnyXEN                                                   
4676    3211       17         Baking the Shaobing                                         
4677    3393       17         Precious                                                    
4678    4369       17         Water World II                                              
4679    4761       17         Sky                                                         
4680    4875       17         ZCC loves Army                                              
4681    5535       17         Chess Puzzle                                                
4682    5953       17         Similar Rotations                                           
4683    1855       16         Expressions                                                 
4684    2357       16         Schottkey 7th Path                                          
4685    2777       16         Jack of All Trades                                          
4686    2797       16         Doors And Preguins                                          
4687    2875       16         DNA Sequence                                                
4688    2900       16         Song contest                                                
4689    3312       16         Seashells                                                   
4690    3615       16         Defense of the Ancients                                     
4691    4425       16         Fantastic Necklace                                          
4692    4482       16         Base pairing                                                
4693    5132       16         Train Scheduling                                            
4694    5189       16         zhx's tree                                                  
4695    5205       16         Rikka with graph                                            
4696    5315       16         Triangle                                                    
4697    5824       16         graph                                                       
4698    1604       15         Letter Sequence Analysis                                    
4699    2287       15         Ghosts In The Robots                                        
4700    2403       15         Human Knot                                                  
4701    2718       15         Typesetting                                                 
4702    2790       15         Safe Gambling                                               
4703    3148       15         Code Permutations                                           
4704    5539       15         Security Corporation                                        
4705    6056       15         simple counting problem                                     
4706    6131       15         Loop nest                                                   
4707    6137       15         Engineering of the Clones                                   
4708    1837       14         Breweries                                                   
4709    1928       14         Once Around the Lock                                        
4710    2365       14         Settling Salesman Problem                                   
4711    2530       14         Bitland                                                     
4712    2657       14         Word Game                                                   
4713    2684       14         Astar                                                       
4714    2786       14         International Collegiate Programming Contest                
4715    2787       14         Careful Declaration                                         
4716    2915       14         Top Spinning                                                
4717    3021       14         Tree Fence                                                  
4718    3216       14         Graph of Black and White                                    
4719    3227       14         Heroes Arrangement                                          
4720    3702       14         The Covering Polygon                                        
4721    3906       14         Girls’ Party                                                
4722    4877       14         ZCC loves Minecraft                                         
4723    5287       14         Fast wyh2000 Transform                                      
4724    5825       14         permu                                                       
4725    5941       14         Inequality                                                  
4726    5986       14          Fibonacci                                                  
4727    6117       14         打怪兽2                                                        
4728    6204       14         triangulation triangulation triangulation                   
4729    6207       14         Bomberman                                                   
4730    1367       13         Parallel Expectations                                       
4731    1929       13         A Puzzling Problem                                          
4732    2301       13         Funny Games                                                 
4733    2320       13         Traveling Salesman                                          
4734    2326       13         Roman Expressions                                           
4735    2342       13         Walk                                                        
4736    2543       13         飞镖                                                          
4737    2693       13         3D Camera                                                   
4738    3057       13         Core                                                        
4739    3204       13         Expression Counting                                         
4740    3495       13         A Game In The Darkness                                      
4741    3898       13         Indeed Quick Sort                                           
4742    4384       13         King Kong II                                                
4743    4806       13         Circular Lamps                                              
4744    5541       13         Build Towers                                                
4745    5822       13         color                                                       
4746    5827       13         Rikka with Parenthesis                                      
4747    1602       12         Mark-up                                                     
4748    1675       12         Circle of Debt                                              
4749    1961       12         Pseudo-random Numbers                                       
4750    2264       12         The best riding route                                       
4751    2641       12         Level up                                                    
4752    2758       12         Colliding Traffic                                           
4753    2996       12         Pagination                                                  
4754    3048       12         XX’s puzzle                                                 
4755    3055       12         Mine                                                        
4756    3084       12         Tnine                                                       
4757    3705       12         Maple is a good techer                                      
4758    4019       12         Batch System                                                
4759    4040       12         Astrolabe                                                   
4760    4564       12         御剑术II                                                       
4761    5149       12         Sequence III                                                
4762    5359       12         Group                                                       
4763    5633       12         Rikka with Sequence                                         
4764    6145       12         Arithmetic of Bomb II                                       
4765    6177       12         Jacana Number                                               
4766    6179       12         Rotating Line                                               
4767    1642       11         The Sultan's Successors                                     
4768    1844       11         Intermediate Rounds for Multicasting                        
4769    2223       11         Visit relatives                                             
4770    2655       11         Counting Triangles                                          
4771    2938       11         A poor officer                                              
4772    2951       11         Train Tickets                                               
4773    3370       11         Guard                                                       
4774    3745       11         Block by Block                                              
4775    3801       11         How Many HouGong                                            
4776    4434       11         Game                                                        
4777    4480       11         Rectangles                                                  
4778    4555       11         平面上的整点                                                      
4779    4590       11         Eloh                                                        
4780    4663       11         Plane Partition                                             
4781    4769       11         Sword                                                       
4782    5169       11         Flipping coins                                              
4783    5345       11         MZL's combat                                                
4784    5403       11         Goldbach's Conjecture                                       
4785    5910       11         Advanced Traffic System                                     
4786    6101       11         Gumballs&Dungeons                                           
4787    6160       11         Convolution Layer                                           
4788    6174       11         Brother and Sister                                          
4789    1122       10         Direct Visibility                                           
4790    1636       10         Route Finding                                               
4791    1807       10         Grocery store                                               
4792    2332       10         Hypertheseus                                                
4793    2623       10         Tears of lonely star                                        
4794    2706       10         Line & Circle Maze                                          
4795    2941       10         Motif Finding                                               
4796    2987       10         Cyclic antimonotonic permutations                           
4797    3066       10         火拼双扣                                                        
4798    3116       10         Bus Schedules                                               
4799    3598       10         A secret of 《The Tai Chi Master》                            
4800    3956       10         SanguoSHA                                                   
4801    3984       10         Harry Potter and the Cyber Stone                            
4802    4843       10         古城之谜                                                        
4803    4934       10         Protocol Buffers                                            
4804    5034       10         Cowboy                                                      
4805    5041       10         Just A Challenge                                            
4806    5511       10         Minimum Cut-Cut                                             
4807    5609       10         The classic problem                                         
4808    5830       10         Rikka with Subset II                                        
4809    1900       9          Gangs                                                       
4810    1919       9          Gallup                                                      
4811    1932       9          Ambiguous Codes                                             
4812    2221       9          Weak Number Recognition                                     
4813    2541       9          棒球防守                                                        
4814    2737       9          Falling Ice                                                 
4815    3077       9          Recursive Ants                                              
4816    3149       9          Tetrahedral Stacks of Cannonballs                           
4817    3214       9          Eclipse                                                     
4818    3235       9          Final Combat                                                
4819    3431       9          Papa                                                        
4820    3513       9          King’s Case                                                 
4821    4580       9          Worm                                                        
4822    5173       9          GTY's game II                                               
4823    5404       9          Random Inversion Machine                                    
4824    5856       9          Math is Fun                                                 
4825    1149       8          Structural Equivalence                                      
4826    1485       8          Construct the wall maze                                     
4827    1648       8          Keywords                                                    
4828    1918       8          Frogger                                                     
4829    1931       8          Target Practice                                             
4830    1952       8          Gladiators                                                  
4831    2315       8          Shoot-out                                                   
4832    2759       8          Zerg Rush!!!                                                
4833    3073       8          Mars Life Tree                                              
4834    3300       8          Escape Plan                                                 
4835    4922       8          Hello, Your Package!                                        
4836    5271       8          ZYB loves product                                           
4837    5509       8          Pattern String                                              
4838    6100       8          WrongStatement                                              
4839    1645       7          Calculator Language                                         
4840    2329       7          Money Money Money, Must Be Funny                            
4841    2361       7          Bonus Word                                                  
4842    2596       7          Collecting Forest Wildlife                                  
4843    2624       7          Thanks for your love                                        
4844    2667       7          SpaceStation                                                
4845    2764       7          Joe’s Triangular Gardens                                    
4846    2902       7          The skatepark's new ramps                                   
4847    3098       7          Round Table Banquet                                         
4848    3701       7          Country X                                                   
4849    4202       7          Ultimate Finishing Strike                                   
4850    4222       7          Graph Theory?                                               
4851    4402       7          Magic Board                                                 
4852    4728       7          A Game in the Hospital                                      
4853    4754       7          Spacecraft Monitoring                                       
4854    4817       7          Min-max-multiply                                            
4855    5580       7          Happiness of Frog                                           
4856    5966       7          跳蚤国王的游戏                                                     
4857    5998       7          jvjhfhg loves Magic Tower                                   
4858    6173       7          Boring Game                                                 
4859    1458       6          Tax Avoidance                                               
4860    1586       6          Sending                                                     
4861    1906       6          Carpool(粗体部分为修正过的地方)                                        
4862    1927       6          Lemmings, Lemmings Everywhere. But Not For Long.            
4863    2324       6          Catch the Bus!                                              
4864    2496       6          Moveable maze                                               
4865    2591       6          Distance                                                    
4866    2784       6          Alea iacta est                                              
4867    2799       6          Chess                                                       
4868    3019       6          Tracing Fairy                                               
4869    3133       6          Ye Holy Hand Grenades!                                      
4870    3258       6          Intricate to death?                                         
4871    3319       6          Catch The Heart                                             
4872    3380       6          Circle of Friends                                           
4873    3479       6          Code                                                        
4874    3800       6          Centeur                                                     
4875    3888       6          Hatsune Miku                                                
4876    3997       6          Super macros                                                
4877    4017       6          Shortest Path on a Cylinder                                 
4878    4110       6          Jumping Robot                                               
4879    4840       6          ROBOT                                                       
4880    4953       6          Periodic Binary String                                      
4881    5488       6          Shape                                                       
4882    5962       6          凯旋三兵                                                        
4883    6132       6          Mystery                                                     
4884    6193       6          Yuno And Irotoridori no Sekai                               
4885    1120       5          The Bulk                                                    
4886    1359       5          As the Crow Flies                                           
4887    1463       5          Anniversaries                                               
4888    1610       5          Hotline                                                     
4889    1630       5          Bumpy Objects                                               
4890    1821       5          Get The Treasure                                            
4891    1958       5          Word Encoding                                               
4892    2210       5          化学方程式                                                       
4893    2247       5          考研路茫茫――劳逸结合                                                 
4894    2316       5          Tour Guide                                                  
4895    2318       5          Jezzball                                                    
4896    2724       5          Guard                                                       
4897    2944       5          Find the Perimeter                                          
4898    2981       5          Shoot Your Gun!                                             
4899    3185       5          Dead Or Alive                                               
4900    3321       5          Rose Shop                                                   
4901    3383       5          Navi Navigation                                             
4902    3453       5          Fruit Bowl                                                  
4903    3897       5          Happy Trip                                                  
4904    4188       5          Coin Collecting                                             
4905    4220       5          Brute Force?                                                
4906    4437       5          swap                                                        
4907    4440       5          mmm2                                                        
4908    4774       5          Random Number Generator                                     
4909    5075       5          Random Inversion Machine                                    
4910    5231       5          ZCC loves math                                              
4911    5518       5          John's Fences                                               
4912    5844       5          A Poor King                                                 
4913    1206       4          劲乐团                                                         
4914    1414       4          银河跳舞机大赛                                                     
4915    1585       4          Auto Love-letter Maker                                      
4916    1637       4          Calendar                                                    
4917    1647       4          Strategy                                                    
4918    1649       4          City Navigation                                             
4919    1651       4          Hearts                                                      
4920    1656       4          Synchronous Design                                          
4921    1682       4          Mineshaft                                                   
4922    1946       4          Who owns the Amiga?                                         
4923    2278       4          Tidy up the idioms                                          
4924    2314       4          Dr. Podboq or: How We Became Asymmetric                     
4925    2420       4          Cube and Caterpillar                                        
4926    2427       4          Judges's Final Problem                                      
4927    2479       4          Kingdoms                                                    
4928    2613       4           Hero                                                       
4929    2658       4          Firebirds' Logic Nation                                     
4930    2933       4          Fairies' Defence                                            
4931    3246       4          Special Flow                                                
4932    3273       4          Lottery                                                     
4933    3737       4          Adaboost                                                    
4934    3852       4          Even For Ever                                               
4935    3922       4          Enchantress                                                 
4936    4086       4          Harry Potter and the holy banquet                           
4937    4098       4          Share the Cakes                                             
4938    4795       4          Easy Problem Once More                                      
4939    4837       4          Race                                                        
4940    5368       4          Bribery                                                     
4941    5395       4          Piano in Tina Town                                          
4942    5851       4          Honey Tour                                                  
4943    5871       4          Number of Connected Subgraph                                
4944    5913       4          Rotate String                                               
4945    1183       3          Not magic,but logic.                                        
4946    1386       3          Elevator Simulation                                         
4947    1419       3          Dart-a-Mania                                                
4948    1618       3          Climbing Trees                                              
4949    1624       3          The Errant Physicist                                        
4950    1891       3          Tough Water Level                                           
4951    2226       3          Stars                                                       
4952    2257       3          Bob's trouble                                               
4953    2263       3          Balance                                                     
4954    2595       3          Crowded Forest Wildlife                                     
4955    2644       3          Escape                                                      
4956    2664       3          Harry Potter and His Magic Scroll                           
4957    2776       3          Bordering on Madness                                        
4958    2839       3          Game                                                        
4959    2903       3          Road                                                        
4960    2997       3          Chromatron                                                  
4961    3135       3          And Now For Something Completely Different!                 
4962    3186       3          Find A Job                                                  
4963    3226       3          Game Simulator                                              
4964    3301       3          False Perceptions                                           
4965    3769       3          Stack Machine                                               
4966    4232       3          Burnout                                                     
4967    4481       3          Slalom                                                      
4968    4591       3          Math Homework                                               
4969    4820       3          Tower                                                       
4970    5300       3          Angry Trees                                                 
4971    5553       3          Advanced Calculator                                         
4972    5848       3          Easy Homework                                               
4973    6001       3           Mr.Panda and Survey                                        
4974    6210       3          King's Visit                                                
4975    1357       2          Cave Exploration                                            
4976    1363       2          Deformed Wheel                                              
4977    1440       2          Department                                                  
4978    1441       2          A Logical Problem                                           
4979    1460       2          Beggar My Neighbour                                         
4980    1471       2          MBone                                                       
4981    1644       2          Car Trialling                                               
4982    1933       2          Ballroom Lights                                             
4983    1947       2          Lazy Evaluation                                             
4984    1974       2          Lineland's Airport                                          
4985    2165       2          Missile Command                                             
4986    2251       2          ShaDan’  Problem                                            
4987    2331       2          Soccer Tournament                                           
4988    2472       2          Image Processing                                            
4989    2536       2          Winner and loser                                            
4990    2666       2          Language                                                    
4991    2692       2          Ball                                                        
4992    2963       2          When                                                        
4993    2975       2          Find a Minor                                                
4994    3027       2          Network                                                     
4995    3196       2          Let’s Ship                                                  
4996    3218       2          Inverse                                                     
4997    3606       2          The police caught the thief                                 
4998    3707       2          Sensor                                                      
4999    3856       2          Palindrome                                                  
5000    3858       2          Counting Grids                                              
5001    4448       2          Spade 7                                                     
5002    4852       2          Wow! Such Tetris!                                           
5003    6014       2          Lotus and Islands                                           
5004    6028       2          Forgiveness                                                 
5005    1349       1          Fold-up Patterns                                            
5006    1383       1          Company                                                     
5007    1389       1          Markov Trains                                               
5008    1446       1          Paper Cut                                                   
5009    1475       1          Keeps Going and Going and ...                               
5010    1478       1          Parallel Deadlock                                           
5011    1605       1          Gears on a Board                                            
5012    1639       1          City Directions                                             
5013    1640       1          String Computer                                             
5014    1643       1          Xenosemantics                                               
5015    1646       1          Network Wars                                                
5016    1734       1          Power Word                                                  
5017    2286       1          God and Devil                                               
5018    2592       1          Candidate superkey                                          
5019    2676       1          Circle                                                      
5020    3093       1          Parliament Seat                                             
5021    3170       1          Laurel Creek                                                
5022    3254       1          Extraordinary Tug of War                                    
5023    3324       1          The Beijing-Hangzhou Grand Canal                            
5024    3382       1          Aim It Right!                                               
5025    3384       1          Locate Mining Center                                        
5026    3703       1          Disconnect                                                  
5027    3822       1          Moving the Mouse                                            
5028    3878       1          X Property                                                  
5029    4084       1          The Voyages of Zheng He                                     
5030    4537       1          威威猫系列故事――数字分配                                               
5031    4797       1          Graph Reconstruction                                        
5032    5342       1          Dynamic Cactus                                              
5033    5911       1          Hanzo vs. Genji                                             
5034    6009       1          Lazors                                                     
5035    1340       0          Cog-Wheels                                                  
5036    1459       0          Calendar                                                    
5037    1464       0          Telephone Numbers                                           
5038    1477       0          Metal Cutting                                               
5039    1553       0          Library                                                     
5040    1634       0          Forests                                                     
5041    1658       0          Triangle                                                    
5042    1660       0          Peter's Calculator                                          
5043    1694       0          Final Challenge                                             
5044    1790       0          10_1006 Problem F                                           
5045    1980       0          Game！just a game!                                           
5046    2230       0          This time, two, not one                                     
5047    2231       0          I can do it better                                          
5048    2252       0          The dress rehearsal of opening ceremony                     
5049    2322       0          Random Walking                                              
5050    2422       0          Essay Scoring System                                        
5051    2445       0          Little White's Explore                                      
5052    2450       0          Searching Treasure in Deep Sea                              
5053    2455       0          Dividing Sea Area to Navigation-Triangle                    
5054    2558       0          Cutting trees                                               
5055    2559       0          Garbage collecting station                                  
5056    2801       0          Clocks                                                      
5057    2805       0          Aligning Two Shapes                                         
5058    2928       0          A Rod in a Path                                             
5059    2930       0          Collapse!!                                                  
5060    2968       0          Museum                                                      
5061    2995       0          Another Panda's Birthday Present                            
5062    2998       0          Binary Search Tree                                          
5063    3025       0           Two Mirrors                                                
5064    3099       0          Defense of the Ancients                                     
5065    3136       0          Taunt Generation Simulator                                  
5066    3166       0          Classified                                                  
